"dgp","paramset","n","rep","seed","selected_pAIC","selected_pBIC","true_model","hit_pAIC","hit_pBIC","n_models_ok","pAIC_1111","pBIC_1111","pAIC_0111","pBIC_0111","pAIC_1011","pBIC_1011","pAIC_1101","pBIC_1101","pAIC_0101","pBIC_0101","pAIC_1001","pBIC_1001","pAIC_0011","pBIC_0011","pAIC_000d","pBIC_000d","pAIC_d0dd","pBIC_d0dd","pAIC_0ddd","pBIC_0ddd","pAIC_dddd","pBIC_dddd"
"1111","weak",400,17,31460728,"1011","1011","1111",0,0,11,398.324518239545,485.998735778923,437.338522955686,517.998354458527,397.68284133704,482.795767226024,1096.2007753085,1165.61125034242,1116.95201940366,1180.21087093567,1095.85250144807,1161.94622597884,454.385589580693,524.654765495712,1373.66953144239,1420.51564871907,456.491787279948,522.076351467299,501.872158388574,567.456722575925,459.503594205383,534.457381848069
"1111","weak",400,18,31460729,"1011","1011","1111",0,0,11,431.601856029187,517.384236308591,460.195222362812,540.706213961021,430.927443714669,515.058386470881,1124.18859054455,1188.07071937905,1130.66312561188,1189.48290152209,1122.53039226964,1185.85256707206,475.481218201269,545.750394116287,1354.31536692419,1401.16148420086,464.80005026632,530.384614453671,500.135819895969,565.72038408332,466.42414651527,541.377934157957
"1111","weak",400,19,31460730,"1111","1011","1111",1,0,11,392.62444549283,474.666125454764,406.392031695031,484.91271465738,393.040558874522,473.844268985616,1080.17553506959,1140.89564851618,1074.57009370754,1135.01813369656,1082.5672456535,1140.14355430744,416.863463623316,487.132639538335,1321.46012815613,1368.30624543281,450.643995944905,516.228560132256,466.427334237108,532.011898424459,450.819157984574,525.772945627261
"1111","weak",400,20,31460731,"1011","1011","1111",0,0,11,441.655407097591,525.876997822567,467.937569457895,545.960301897025,440.791348841595,524.612508374759,1067.7278963568,1135.33040607228,1084.89625711705,1143.22908131489,1069.08344153393,1133.16044741008,475.902573801161,546.171749716179,1315.78382227784,1362.62993955452,502.273348173582,567.857912360933,534.343363960483,599.927928147834,504.395962496104,579.349750138791
"1111","weak",400,21,31460732,"1011","1011","1111",0,0,11,436.971199485767,522.056794622717,472.67390418268,551.835711335068,435.837571358735,519.816406141491,1114.69120123145,1182.62953671019,1125.15831892104,1187.88719580925,1113.18322752015,1179.24836420548,483.812264904352,554.081440819371,1367.38222802053,1414.22834529721,493.719798077371,559.304362264722,530.319274140951,595.903838328302,496.558924844909,571.512712487596
"1111","weak",400,22,31460733,"1011","1011","1111",0,0,11,441.311714817042,523.471349587644,464.301743811564,537.58979989301,440.81597597597,522.151504086509,1087.14565277323,1151.96914854392,1091.0533119666,1152.52797833012,1088.61720624683,1151.3532751753,466.584490615891,536.85366653091,1336.57479160717,1383.42090888385,502.387534516912,567.972098704263,532.342529222873,597.927093410224,504.44284794911,579.396635591796
"1111","weak",400,23,31460734,"1011","1011","1111",0,0,11,419.422755563044,504.333662173494,455.151336628268,531.860619830798,417.815921700776,501.629151461349,1123.31386946611,1192.28714182461,1126.55642353287,1189.84225052391,1125.35776420244,1191.44434864778,461.641543794528,531.910719709547,1380.24002775177,1427.08614502845,472.557806498081,538.142370685432,509.927947479886,575.512511667236,474.739347768255,549.693135410942
"1111","weak",400,24,31460735,"1011","1011","1111",0,0,11,393.545146594433,476.849308299826,424.790131648944,499.593495166099,392.844571106007,475.286031386266,1083.15309455971,1145.74311588764,1091.98294623787,1147.13712100047,1081.05123374388,1144.05916852505,429.055634709729,499.324810624748,1249.85664223606,1296.70275951274,416.634220294873,482.218784482224,457.395418251677,522.979982439029,420.141086750649,495.094874393335
"1111","weak",400,25,31460736,"1011","1011","1111",0,0,11,428.281617837491,512.341144665594,457.439423657228,537.781578185422,427.863872116081,510.887963819208,1025.64410064091,1093.18442129216,1036.87632519782,1097.46985580993,1029.70035127702,1092.97405504521,473.619376548457,543.888552463476,1316.73081685711,1363.57693413379,493.809382869104,559.393947056455,535.786040992287,601.370605179638,495.443342287317,570.397129930004
"1111","weak",400,26,31460737,"1011","1011","1111",0,0,11,367.177794296092,450.16773661029,396.930577192559,469.782867862179,366.131322067366,448.45075813878,1110.37884505696,1177.27398047242,1112.49293676603,1175.66719235498,1111.72176988667,1175.42166597702,398.584999110082,468.854175025101,1394.80774698982,1441.6538642665,414.605236724713,480.189800912064,457.555897875998,523.140462063349,417.386951097742,492.340738740429
"1111","weak",400,27,31460738,"1011","1011","1111",0,0,11,452.1085668415,538.081057955097,491.461331666113,571.935002585553,450.428757788841,534.390944405212,1041.48129241953,1109.0240087914,1062.0440202684,1124.15899794389,1040.38419355859,1105.43935136777,507.654184751506,577.923360666525,1243.75911024095,1290.60522751762,470.553338979048,536.137903166399,520.91544987041,586.500014057761,473.764474765787,548.718262408474
"1111","weak",400,28,31460739,"1011","1011","1111",0,0,11,316.390056347066,400.569604283741,363.579125856959,442.853975958682,316.342349570855,399.622111584307,1048.4116116693,1119.52376036297,1070.68209530726,1128.71769159914,1052.0408136019,1115.55474924174,374.97582734119,445.245003256209,1315.99203345159,1362.83815072827,357.488029887328,423.072594074679,422.574709920577,488.159274107928,360.196087041461,435.149874684148
"1111","weak",400,29,31460740,"1111","1011","1111",1,0,11,451.723200065934,536.043410495322,473.934040704484,553.775833066367,452.884306486572,535.605128526621,1160.10647450563,1219.79399083546,1159.37101102952,1215.41482577426,1160.23738993904,1218.37441515889,487.789748064342,558.058923979361,1385.97758708311,1432.82370435979,508.616593277907,574.201157465258,532.216032889053,597.800597076404,508.112437858652,583.066225501339
"1111","weak",400,30,31460741,"1011","1011","1111",0,0,11,416.973052662108,499.557063289985,441.017293293656,520.712800926512,416.352510454414,498.234447635785,1038.56210056269,1100.74724042161,1040.18039896572,1100.60489493778,1037.96141616823,1099.78415991277,451.426698039603,521.695873954621,1252.51877512855,1299.36489240523,469.224864472918,534.809428660269,497.060913959513,562.645478146864,470.969132424839,545.922920067526
"1111","weak",400,31,31460742,"1011","1011","1111",0,0,11,455.707768445564,537.616693808589,483.290012921007,558.257688634477,454.42485055076,535.930125294551,1083.00940087379,1144.27602060685,1086.48584655095,1144.15334853815,1082.73216722994,1142.94014423735,487.761284265828,558.030460180847,1278.9814668317,1325.82758410838,492.342846405384,557.927410592735,523.348371577537,588.932935764888,496.045096324843,570.99888396753
"1111","weak",400,32,31460743,"1011","1011","1111",0,0,11,398.935683611487,482.951838144079,437.926665210515,516.968031604452,398.286280511479,481.432168186057,1044.62592794124,1111.67774636237,1045.66477849097,1108.64723541867,1047.77718516199,1110.86798054502,448.202539563343,518.471715478362,1315.2845607493,1362.13067802598,464.131007936876,529.715572124226,510.541310800446,576.125874987797,468.012072367013,542.9658600097
"1111","weak",400,33,31460744,"1011","1011","1111",0,0,11,421.704870985193,506.117320133971,452.837418672425,532.073242263512,420.625179515542,504.85652687004,1067.54029512095,1134.80476051857,1074.3092946371,1136.49497220042,1065.00425536976,1132.18685485529,463.66741346106,533.936589376079,1319.14758121138,1365.99369848806,476.204390117744,541.788954305095,514.241657313486,579.826221500837,479.980030066514,554.933817709201
"1111","weak",400,34,31460745,"1111","1011","1111",1,0,11,446.864917686625,530.685955863389,471.814838253199,552.57160642139,447.413721985587,529.987379194066,1061.11114020044,1125.52517764356,1063.4677377018,1125.47787580346,1062.7431424064,1125.17363630566,490.910645847511,561.17982176253,1267.6475878861,1314.49370516277,481.651945394739,547.23650958209,515.211961682286,580.796525869637,483.370837039542,558.324624682229
"1111","weak",400,35,31460746,"1011","1011","1111",0,0,11,408.670854536122,489.511132463218,432.082406111638,505.83421714572,407.779788663246,487.809581205788,1056.84111424935,1118.31685304405,1064.68375659976,1118.42185764748,1055.14765234479,1115.77462018364,434.942487001393,505.211662916412,1272.29830691272,1319.1444241894,448.708473849917,514.293038037268,478.412340135491,543.996904322842,452.099857046487,527.053644689174
"1111","weak",400,36,31460747,"1111","1011","1111",1,0,11,428.354110028434,515.110854880726,454.039960427117,535.523629522595,429.347032874863,513.510925531381,1032.10464777265,1098.94511557522,1042.20566815491,1104.33793049536,1033.21162159707,1097.19063849735,475.106900866936,545.376076781955,1287.98076644235,1334.82688371903,496.325583906423,561.910148093774,526.900695602028,592.485259789379,496.637454233426,571.591241876113
"1111","weak",400,37,31460748,"1111","1011","1111",1,0,11,444.08898195301,528.132699777889,465.184698127767,545.467310618816,444.850388453645,527.549177913014,1095.59716207612,1159.51574492091,1105.27452264966,1162.93892250953,1092.91495961022,1156.37078671429,482.374347897243,552.643523812262,1324.20661059109,1371.05272786777,492.869794805198,558.454358992549,522.164544714803,587.749108902154,494.788729372072,569.742517014759
"1111","weak",400,38,31460749,"1011","1011","1111",0,0,11,470.976948129119,556.719595734379,514.593542122395,594.877784497,469.811706497992,553.219431617723,1077.49845086858,1143.97182424437,1091.6272218984,1153.10453414103,1076.31152786944,1140.34177490366,529.492996651534,599.762172566553,1334.4048495636,1381.25096684028,536.035414270162,601.619978457513,598.674159569724,664.258723757075,539.320509025797,614.274296668484
"1111","weak",400,39,31460750,"1011","1011","1111",0,0,11,401.356711668515,485.788169673196,431.695039549574,512.069813608161,401.137927814406,484.489515891613,1048.14330313856,1113.6801955319,1052.1575315502,1117.09621996409,1048.28973391289,1111.5135225024,444.119439294956,514.388615209974,1274.91853246679,1321.76464974347,455.511808405282,521.096372592633,494.569725187567,560.154289374918,457.038740834908,531.992528477595
"1111","weak",400,40,31460751,"1011","1011","1111",0,0,11,450.219128209656,535.255649829715,485.711191317778,566.370417915407,449.393251963663,532.965130125354,1098.75783182929,1167.41768260625,1102.60311539027,1166.88443290089,1102.88385930192,1167.61342973668,504.264865303839,574.534041218858,1358.57381713957,1405.41993441625,493.30069243542,558.885256622771,537.063377858378,602.647942045729,495.526315428034,570.480103070721
"1111","weak",400,41,31460752,"1011","1011","1111",0,0,11,389.737377868612,474.340825290194,423.551468193004,504.409642862115,389.325107570741,472.781711830074,1052.17581388859,1123.11506199969,1074.91201453556,1135.93751758816,1053.05628723464,1119.43856587533,441.927614926606,512.196790841625,1350.95663456371,1397.80275184039,454.923187744095,520.507751931446,499.806046861672,565.390611049023,457.382073358744,532.335861001431
"1111","weak",400,42,31460753,"1111","1011","1111",1,0,11,378.309182711243,461.261688423245,388.761231847054,467.559548946013,378.395444690939,460.463661230137,1025.91292603372,1094.07240028214,1020.64333057259,1084.32870956599,1033.81410567781,1096.56204514708,398.613334648153,468.882510563172,1281.59671944626,1328.44283672294,452.856496834622,518.441061021973,467.719410720268,533.303974907619,454.213620061589,529.167407704276
"1111","weak",400,43,31460754,"1011","1011","1111",0,0,11,329.261091298412,412.355068778161,383.70920680623,463.983612745123,328.261611792351,410.817629069905,1151.73300237897,1216.42511170498,1156.37226603344,1218.81241828534,1151.15642847781,1214.29805794168,397.915611370698,468.184787285717,1404.79553636981,1451.64165364649,365.974937441198,431.559501628549,423.371573419391,488.956137606741,369.873556660158,444.827344302845
"1111","weak",400,44,31460755,"1111","1011","1111",1,0,11,391.62344029558,473.100495391224,410.711407947542,488.5768732205,391.84036191506,472.047311819238,1121.80989265285,1183.30749440794,1125.83648415819,1182.73401994804,1121.20477561542,1181.78203049278,419.157677427031,489.42685334205,1328.91476962944,1375.76088690612,421.073615662991,486.658179850342,443.813680778557,509.398244965908,423.249156058063,498.20294370075
"1111","weak",400,45,31460756,"1111","1011","1111",1,0,11,446.22174799855,529.038449308576,459.585727030077,539.761607747517,447.299979866065,528.481503490786,1057.4580219356,1122.57967751889,1058.91520735741,1121.83377131186,1059.33025938818,1122.41405800815,471.62304637956,541.892222294579,1286.06260496011,1332.90872223679,491.703208943182,557.287773130533,509.478127952581,575.062692139932,492.885932026806,567.839719669493
"1111","weak",400,46,31460757,"1111","1011","1111",1,0,11,461.668914868805,543.969299908785,481.371528833248,559.225217101749,462.295163104487,543.07186650776,1076.70587585343,1139.55008762114,1084.44827639198,1141.2716785337,1075.39708218286,1137.85638623571,489.752346679422,560.021522594441,1322.63342143489,1369.47953871157,529.314593397545,594.899157584896,549.452375064745,615.036939252096,530.158914759779,605.112702402466
"1111","weak",400,47,31460758,"1111","1011","1111",1,0,11,375.776997102414,466.191789278023,405.264229542293,491.884705691439,381.223247310381,465.938136816297,1100.4163350992,1168.06572172875,1108.70976754121,1166.44894781243,1098.28741051124,1165.1227736924,440.676568409647,510.945744324666,1350.70196249287,1397.54807976955,434.628679431898,500.213243619249,471.060738145022,536.645302332373,432.581656906571,507.535444549258
"1111","weak",400,48,31460759,"1011","1011","1111",0,0,11,383.231097680029,467.107161737315,425.523087515416,505.636355643081,381.936307140127,465.334446198703,1068.72837262519,1136.61895337538,1074.6541848636,1137.58052510995,1068.81466192836,1133.65592876291,440.359270823836,510.628446738855,1335.64956597146,1382.49568324814,441.636326437656,507.220890625007,493.47009715771,559.054661345061,445.429784931631,520.383572574317
"1111","weak",400,49,31460760,"1011","1011","1111",0,0,11,443.627319139558,530.270599529352,472.975197703497,555.851147160209,442.846693312119,527.684147175944,1132.06749090862,1197.33553098708,1141.33409886735,1201.99200664894,1132.15741283452,1195.43856088185,505.681349489489,575.950525404508,1315.94119183063,1362.78730910731,466.638402924337,532.222967111688,501.726441466804,567.311005654155,468.623436205797,543.577223848484
"1111","weak",400,50,31460761,"1011","1011","1111",0,0,11,362.371700366004,448.277307589305,412.320018458552,491.376515883641,362.264902032231,445.543890148138,1077.07613067961,1139.3608707468,1085.10872136517,1139.74334075237,1076.68797363835,1137.96227547656,423.978439647727,494.247615562746,1276.16654017055,1323.01265744723,413.983686481903,479.568250669254,476.22807745717,541.812641644521,411.053970747804,486.00775839049
"1111","weak",400,51,31460762,"1111","1011","1111",1,0,11,425.206308055443,511.236592683503,443.48359710012,523.612889880347,428.417858385213,510.782696026019,1054.09868661443,1117.7508182035,1061.67449317454,1120.73131141883,1052.08060363572,1115.19167758469,455.92373204717,526.192907962189,1283.72136777896,1330.56748505563,469.895201433824,535.479765621175,495.210770448356,560.795334635707,472.813335415392,547.767123058079
"1111","weak",400,52,31460763,"1111","1011","1111",1,0,11,444.874029515478,532.27424754358,475.53478685215,557.606018671091,446.135069138725,531.046731382896,1072.13941965026,1139.56920566938,1082.53543409483,1145.61017158437,1069.74818615874,1135.47052776866,501.835151165913,572.104327080932,1316.10938105811,1362.95549833479,493.150996890193,558.735561077544,530.184303249387,595.768867436738,493.858258607214,568.812046249901
"1111","weak",400,53,31460764,"1111","1011","1111",1,0,11,375.040089878638,458.76349959728,390.732812457946,468.152877511403,377.764732057881,458.658436346009,1049.40784711129,1111.23379876637,1050.82535503632,1109.31131412981,1051.73503950863,1110.40913078534,398.190702763015,468.459878678034,1260.48454825112,1307.3306655278,433.306526469602,498.891090656953,454.994162547061,520.578726734412,436.854120963132,511.807908605819
"1111","weak",400,54,31460765,"1011","1011","1111",0,0,11,411.923958391554,495.26659525212,438.005755991386,517.730603609722,411.428918681748,494.150015260145,1062.91023297317,1130.10219594851,1067.33082953563,1130.81485082166,1065.57486630221,1129.24490085729,449.762656225283,520.031832140302,1288.88039591726,1335.72651319394,460.660821322506,526.245385509857,494.372547985219,559.95711217257,463.399442045051,538.353229687738
"1111","weak",400,55,31460766,"1011","1011","1111",0,0,11,411.295841824694,496.313562776752,444.301551433112,524.52351756158,409.869865524398,493.237766596752,1072.11060959638,1137.59542922118,1080.95681775709,1142.78711162738,1069.85240172565,1133.74652687339,458.151699177075,528.420875092093,1305.83087148924,1352.67698876592,445.629276517009,511.21384070436,489.016976857716,554.601541045067,449.498505571974,524.452293214661
"1111","weak",400,56,31460767,"1011","1011","1111",0,0,11,421.214393503825,508.126632648138,477.919503778124,558.45424568575,420.929184720685,504.858366870696,1063.37032836567,1130.31492641816,1077.74968513357,1140.15699987513,1061.02136139242,1125.61408654823,492.057680250279,562.326856165298,1346.10892407775,1392.95504135443,486.364300766133,551.948864953484,557.176800973905,622.761365161256,487.812217577417,562.766005220104
"1111","weak",400,57,31460768,"1011","1011","1111",0,0,11,401.476285435303,485.080892089977,436.750120778802,517.471840104893,401.190705613844,483.946496173012,1103.39301368746,1171.58652113722,1106.96591637868,1173.04399276421,1106.53065855234,1171.17308497668,453.58645096968,523.855626884698,1337.01881649607,1383.86493377275,436.584901435491,502.169465622842,477.279628670084,542.864192857435,438.352545791931,513.306333434618
"1111","weak",400,58,31460769,"1011","1011","1111",0,0,11,347.702474736777,429.089359183238,361.081458462969,438.233384447282,347.292010658995,427.870694392009,1010.01309823087,1069.93236726067,1010.97811524264,1065.09922605597,1009.95468676546,1068.43206291541,368.537603473319,438.806779388338,1236.66856731354,1283.51468459022,405.881912640064,471.466476827415,422.966984361918,488.551548549269,407.031698931617,481.985486574304
"1111","weak",400,59,31460770,"1011","1011","1111",0,0,11,407.526631583138,490.890617897514,428.967592484991,508.310705560287,407.152540429941,489.976667743139,1096.00132847749,1162.41866654309,1107.20096958492,1164.17645502928,1097.33262912335,1160.44482861356,440.57718060634,510.846356521359,1331.47844675744,1378.32456403412,457.752778966937,523.337343154288,483.702589354066,549.287153541417,459.963905644738,534.917693287425
"1111","weak",400,60,31460771,"1011","1011","1111",0,0,11,366.594843755129,451.351115778962,387.218165352347,464.950412272254,366.590797738396,450.745766715515,1068.30043599311,1133.69929777561,1074.61072719328,1135.68583451634,1068.98424288044,1132.22034300614,395.666554644856,465.935730559874,1302.63024609026,1349.47636336694,404.866336874413,470.450901061764,430.534223938125,496.118788125476,405.725261001139,480.679048643826
"1111","weak",400,61,31460772,"1011","1011","1111",0,0,11,394.527130815445,479.881171154467,433.558938888876,511.642264870551,394.284270622969,477.754953783761,1031.04531477445,1101.16788428097,1043.66954244185,1108.14914320763,1037.18858415187,1102.67658516203,442.282932588932,512.552108503951,1295.14521432276,1341.99133159944,446.982512070208,512.567076257559,495.355346400179,560.93991058753,448.399216869077,523.353004511764
"1111","weak",400,62,31460773,"1111","1011","1111",1,0,11,404.98204198811,492.262614697333,446.615089975799,530.068671936127,405.034860460868,489.866454341804,1093.56198654814,1159.88622110449,1107.00815035239,1169.72243295893,1092.16626005402,1156.42819117308,479.912531013619,550.181706928638,1344.08241679657,1390.92853407324,444.549020933653,510.133585121004,496.891314269104,562.475878456455,446.83881772816,521.792605370847
"1111","weak",400,63,31460774,"1111","1011","1111",1,0,11,438.643492026514,525.983903489818,467.611369118463,548.978561618237,439.843241295769,523.81842271706,1070.20269995567,1132.74265772206,1077.74466031062,1132.40663331904,1069.48358822121,1131.17694112838,487.30740038839,557.576576303409,1298.09099165599,1344.93710893267,492.337926253615,557.922490440966,529.224145978814,594.808710166165,493.663764934507,568.617552577193
"1111","weak",400,64,31460775,"1011","1011","1111",0,0,11,414.605398022174,499.182550585196,449.688745849686,524.463490311673,412.150424801308,496.242599397823,1056.87667348795,1125.20096284037,1073.58823440798,1137.30233786235,1056.65482431961,1121.76178979993,453.852973770127,524.122149685146,1337.9988412231,1384.84495849978,469.904492999798,535.489057187149,515.167233209685,580.751797397036,473.897288497554,548.851076140241
"1111","weak",400,65,31460776,"1111","1011","1111",1,0,11,431.83723500456,519.778027710114,458.067997002905,541.605010523184,434.079578195388,519.02475846046,1116.5210263566,1185.00721350336,1118.14799305673,1182.78647928096,1120.23638993394,1185.21112207701,495.020189139754,565.289365054773,1348.64597433336,1395.49209161004,470.670510648441,536.255074835792,500.038996550265,565.623560737616,468.432381389373,543.386169032059
"1111","weak",400,66,31460777,"1111","1011","1111",1,0,11,385.969458000911,469.350515245287,397.091979991516,477.516797557023,388.367860996758,468.930693056928,992.274421876278,1055.68721136254,987.260564184955,1048.9161226452,997.654363290656,1056.49599649019,411.575075860413,481.844251775432,1162.41536630376,1209.26148358044,419.493162092013,485.077726279364,436.009377147995,501.593941335346,420.53742395442,495.491211597107
"1111","weak",400,67,31460778,"1111","1011","1111",1,0,11,511.940229615021,594.483268875866,523.04175590054,603.004545555467,513.337970168031,594.13824923442,1117.19814492358,1186.06177338067,1111.55036362578,1177.11240967158,1127.60836134052,1187.74749509571,535.878831603777,606.148007518796,1301.83959085131,1348.68570812799,547.248012529364,612.832576716715,555.195002825023,620.779567012374,542.385673072708,617.339460715394
"1111","weak",400,68,31460779,"1111","1011","1111",1,0,11,380.245765876584,463.509768868022,399.836904996204,480.609372245271,381.568788717571,463.100085173268,1004.50616924183,1076.12371157176,1002.03530752098,1064.54484967376,1017.36378075789,1080.59240175274,418.781113498091,489.05028941311,1233.80711061705,1280.65322789373,416.481531142367,482.066095329718,438.19336745471,503.777931642061,415.290735294295,490.244522936981
"1111","weak",400,69,31460780,"1011","1011","1111",0,0,11,480.475877593805,563.352726907198,509.739618272595,584.226950830939,480.354900445253,562.042076929031,1086.92072744677,1152.22713592365,1093.36658029398,1154.31168231408,1087.81957527291,1150.51191890501,513.528765802556,583.797941717575,1319.13780856691,1365.98392584359,531.117338690256,596.701902877607,566.632155852833,632.216720040184,534.799426130997,609.753213773684
"1111","weak",400,70,31460781,"1011","1011","1111",0,0,11,436.064412917513,520.348120495745,458.616767882342,537.772729463785,435.177736995169,519.142763485037,1147.62021626344,1208.08523523443,1155.10182359086,1208.7477145124,1145.61838424682,1205.98107739198,469.732113708244,540.001289623263,1383.36003703477,1430.20615431144,491.663295137021,557.247859324372,512.161905349447,577.746469536798,493.563932558761,568.517720201448
